Object Number,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Reign,Portfolio,Constiuent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Nationality,Artist Begin Date,Artist End Date,Object Begin Date,Object End Date,Medium,Credit Line,Geography Type,City,State,County,Country,Classification
"41.127.5, .6",TRUE,2801,774,The American Wing,1941,Cup and saucer,Cup and Saucer,"French, possibly",,,,,,,,,,,,1777,1783,Porcelain,"Gift of Miss Edith Johnson, 1941",Possibly made in,Paris,,,France,Ceramics
"41.127.7, .8",TRUE,2802,774,The American Wing,1941,Cup and saucer,Cup and Saucer,"French, possibly",,,,,,,,,,,,1777,1783,Porcelain,"Gift of Miss Edith Johnson, 1941",Possibly made in,Paris,,,France,Ceramics
"41.127.9, .10",TRUE,2803,774,The American Wing,1941,Cup and saucer,Cup and Saucer,"French, possibly",,,,,,,,,,,,1777,1783,Porcelain,"Gift of Miss Edith Johnson, 1941",Possibly made in,Paris,,,France,Ceramics
"41.129.1, .3",TRUE,2804,704,The American Wing,1941,Cup and saucer,Cup and Saucer,"French, possibly",,,,,,,,,,,,1777,1780,Porcelain,"Gift of Miss Louisa Verplanck Richards, 1941",Possibly made in,Paris,,,France,Ceramics
"41.129.2, .4",TRUE,2805,774,The American Wing,1941,Cup and saucer,Cup and Saucer,"French, possibly",,,,,,,,,,,,1777,1780,Porcelain,"Gift of Miss Louisa Verplanck Richards, 1941",Possibly made in,Paris,,,France,Ceramics
"41.130.3, .4",TRUE,2806,774,The American Wing,1941,Cup and saucer,Cup and Saucer,"French, possibly",,,,,,,,,,,,1777,1780,Porcelain,"Gift of Mrs. Alice Richards Sorbo and Guy Richards, 1941",Possibly made in,Paris,,,France,Ceramics
"41.132.1, .2",TRUE,2807,774,The American Wing,1941,Cup and saucer,Cup and Saucer,"French, possibly",,,,,,,,,,,,1777,1780,Porcelain,"Gift of W. Everett Verplanck, 1941",Possibly made in,Paris,,,France,Ceramics
Inst.67.15.107,FALSE,2814,774,The American Wing,,Cup,Cup,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
Inst.67.15.108,FALSE,2815,774,The American Wing,,Cup,Cup,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
Inst.67.15.109,FALSE,2816,774,The American Wing,,Cup,Cup,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
Inst.67.15.110,FALSE,2817,774,The American Wing,,Cup,Cup,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
Inst.67.15.111,FALSE,2818,774,The American Wing,,Cup,Cup,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
Inst.67.15.112,TRUE,2819,774,The American Wing,,Cup,Cup,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
Inst.67.15.113,FALSE,2820,774,The American Wing,,Cup,Cup,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
Inst.67.15.92,TRUE,2853,774,The American Wing,,Cup,Cup,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
Inst.67.15.93,FALSE,2854,774,The American Wing,,Cup,Cup,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
Inst.67.15.94,FALSE,2855,774,The American Wing,,Cup,Cup,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
"1984.419a, b",TRUE,2859,774,The American Wing,1984,Cup and saucer,Cup and Saucer,American,,,1527,Maker,,Rudolph T. Lux,"b. Germany, 1815–1868",,,1815,1868,1858,1861,Porcelain,"Purchase, Alan E. Salz Gift, 1984",Probably made in,,,,France,Ceramics
"Inst.67.15.68a, b",TRUE,3047,774,The American Wing,,Custard cup,Custard Cup,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
"Inst.67.15.69a, b",FALSE,3048,774,The American Wing,,Custard cup,Custard Cup,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
"Inst.67.15.70a, b",FALSE,3049,774,The American Wing,,Custard cup,Custard Cup,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
"Inst.67.15.71a, b",FALSE,3050,774,The American Wing,,Custard cup,Custard Cup,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
"Inst.67.15.73a, b",FALSE,3052,774,The American Wing,,Custard cup,Custard Cup,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
"Inst.67.15.75a, b",FALSE,3054,774,The American Wing,,Custard cup,Custard Cup,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
"Inst.67.15.76a, b",FALSE,3055,774,The American Wing,,Custard cup,Custard Cup,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
"Inst.67.15.78a, b",FALSE,3057,774,The American Wing,,Custard cup,Custard Cup,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
"Inst.67.15.79a, b",TRUE,3058,774,The American Wing,,Custard cup,Custard Cup,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
41.127.4,TRUE,3325,774,The American Wing,1941,Dish,Dish,"French, possibly",,,,,,,,,,,,1777,1783,Porcelain,"Gift of Miss Edith Johnson, 1941",Possibly made in,Paris,,,France,Ceramics
83.2.124,TRUE,3347,,The American Wing,1883,Plaque,Plaque,French,,,,,,,,,,,,1770,1800,Porcelain,"Gift of William H. Huntington, 1883",Made in,,,,France,Ceramics
68.97.8,FALSE,3598,774,The American Wing,1968,Figural group,Figural Group,French,,,,,,,,,,,,1800,1900,Porcelain,"Purchase, The Edgar J. Kaufmann Foundation Gift, 1968",Made in,,,,France,Ceramics
36.102,FALSE,3741,774,The American Wing,1936,Flask,Flask,French,,,1622,Maker,,Nicholas Lutz,,,,,9999,1872,1875,Blown glass,"Rogers Fund, 1936",Made in,,,,France,Glass
30.120.113,FALSE,3937,,The American Wing,1930,Bust,George Washington,American,,,5772,Artist,,French Sculptor,,,,,,1800,1825,Gilt bronze,"The Sylmaris Collection, Gift of George Coe Graves, 1930",Made in,,,,France,Sculpture
83.2.125,TRUE,3949,,The American Wing,1883,Medallion,George Washington,French,,,,,,,,,,,,1837,1840,Probably porcelain,"Gift of William H. Huntington, 1883",Made in,,,,France,Ceramics
83.2.144,TRUE,3950,774,The American Wing,1883,Medallion,George Washington,French,,,,,,,,,,,,1776,1800,Probably porcelain,"Gift of William H. Huntington, 1883",Possibly made in,Sèvres,Hauts-de-Seine,Hauts-de-Seine,France,Ceramics
01.31.1,TRUE,3955,774,The American Wing,1901,Plaque,Plaque Portrait of George Washington,French,,,,,,,,,,,,1800,1830,Porcelain,"Gift of George A. Lucas, 1901",Made in,,,,France,Ceramics
83.2.151,TRUE,3956,774,The American Wing,1883,Plaque,George Washington,French,,,163217,Maker,,Antoine Bonnefoy,French,,French,,,1776,1800,Faience,"Gift of William H. Huntington, 1883",Possibly made in,Marseille,Bouches-du-Rhône,Bouches-du-Rhône,France,Ceramics
83.2.130,TRUE,3957,774,The American Wing,1883,Plaque,George Washington,French,,,1654,Artist,After,Emile Dupont-Zipcy,1822–1885,,,1822,1885,1840,1883,Faience,"Gift of William H. Huntington, 1883",Made in,,,,France,Ceramics
83.2.134,TRUE,3958,774,The American Wing,1883,Plaque,George Washington,French,,,1654|162490,Maker|Artist,After,Emile Dupont-Zipcy|Gilbert Stuart,"1822–1885|American, North Kingston, Rhode Island 1755–1828 Boston, Massachusetts",,American,1822      |1755      ,1885      |1828      ,1840,1883,Faience,"Gift of William H. Huntington, 1883",Made in,,,,France,Ceramics
83.2.135,TRUE,3959,774,The American Wing,1883,Plaque,George Washington,French,,,1654|162569,Maker|Artist,After,Emile Dupont-Zipcy|John Trumbull,"1822–1885|American, Lebanon, Connecticut 1756–1843 New York",,American,1822      |1756      ,1885      |1843      ,1840,1883,Faience,"Gift of William H. Huntington, 1883",Made in,,,,France,Ceramics
83.2.136,TRUE,3960,774,The American Wing,1883,Plaque,George Washington,French,,,1654|162569,Maker|Artist,After,Emile Dupont-Zipcy|John Trumbull,"1822–1885|American, Lebanon, Connecticut 1756–1843 New York",,American,1822      |1756      ,1885      |1843      ,1840,1883,Faience,"Gift of William H. Huntington, 1883",Made in,,,,France,Ceramics
83.2.137,TRUE,3961,774,The American Wing,1883,Plaque,George Washington,French,,,1654|162384,Maker|Artist,After,Emile Dupont-Zipcy|Edward Savage,"1822–1885|American, Princeton, Massachusetts 1761–1817 Princeton, Massachusetts",,American,1822      |1761      ,1885      |1817      ,1840,1883,Faience,"Gift of William H. Huntington, 1883",Made in,,,,France,Ceramics
83.2.138,TRUE,3962,774,The American Wing,1883,Plaque,George Washington,French,,,1654|162210,Designer|Artist,After,Emile Dupont-Zipcy|Charles Willson Peale,"1822–1885|American, Chester, Maryland 1741–1827 Philadelphia, Pennsylvania",,American,1822      |1741      ,1885      |1827      ,1840,1883,Faience,"Gift of William H. Huntington, 1883",Made in,,,,France,Ceramics
83.2.103,TRUE,3963,774,The American Wing,1883,Painting,Plaque of George Washington,French,,,,,,,,,,,,1800,1830,Porcelain,"Gift of William H. Huntington, 1883",Made in,,,,France,Paintings
83.2.340,TRUE,4963,774,The American Wing,1883,Medallion,Medallion of the Marquis de Lafayette,French,,,,,,,,,,,,1775,1883,Porcelain,"Gift of William H. Huntington, 1883",Made in,,,,France,Ceramics
83.2.341,TRUE,4964,774,The American Wing,1883,Medallion,Medallion of the Marquis de Lafayette,French,,,,,,,,,,,,1775,1883,Porcelain,"Gift of William H. Huntington, 1883",Probably made in,,,,France,Ceramics
83.2.288,TRUE,5145,774,The American Wing,1883,Plaque,Plaque,French,,,,,,,,,,,,1776,1883,Porcelain,"Gift of William H. Huntington, 1883",Made in,,,,France,Ceramics
93.7.2,TRUE,5159,774,The American Wing,1893,Plaque,Plaque of Benjamin Franklin,French,,,162300,Maker,,Jean Martin Renaud,"French, Sarreguemines 1746–1821 Paris",,French,1746,1821,1794,1797,Terracotta,"Gift of George A. Lucas, 1893",Made in,,,,France,Ceramics
01.31.2,FALSE,5167,,The American Wing,1901,Medallion,Medallion of Benjamin Franklin,American,,,162300,Maker,Possibly after,Jean Martin Renaud,"French, Sarreguemines 1746–1821 Paris",,French,1746,1821,1870,1900,Silver-plated copper,"Gift of George A. Lucas, 1901",Made in,,,,France,Sculpture
15.79.9,TRUE,5516,774,The American Wing,1915,Paperweight,Paperweight,"French, probably",,,,,,,,,,,,1847,1850,Free-blown glass,"Gift of Charles M. Baldwin, 1915",Probably made in,,,,France,Glass
83.2.243,TRUE,5902,,The American Wing,1883,Plaque,Plaque,French,,,165550,Maker,,Joseph Siffred Duplessis,"French, Carpentras 1725–1802 Versailles",,French,1725,1802,1767,1800,Porcelain,"Gift of William H. Huntington, 1883",Made in,,,,France,Ceramics
83.2.276,TRUE,5903,774,The American Wing,1883,Plate,Benjamin Franklin,French,,,165550,Artist,Possibly after,Joseph Siffred Duplessis,"French, Carpentras 1725–1802 Versailles",,French,1725,1802,1800,1883,Faience,"Gift of William H. Huntington, 1883",Probably made in,,,,France,Ceramics
83.2.269,TRUE,5904,774,The American Wing,1883,Plate,Plate of Benjamin Franklin,French,,,1654|164278,Designer|Artist,Probably designed by|After,Emile Dupont-Zipcy|Jean Antoine Houdon,"1822–1885|French, Versailles 1741–1828 Paris",,French,1822      |1741      ,1885      |1828      ,1776,1883,Faience,"Gift of William H. Huntington, 1883",Made in,,,,France,Ceramics
83.2.273,TRUE,5905,774,The American Wing,1883,Plate,Benjamin Franklin,French,,,1654|165545,Designer|Artist,Probably designed by|After,Emile Dupont-Zipcy|Charles Nicolas Cochin II,"1822–1885|French, Paris 1715–1790 Paris",,French,1822      |1715      ,1885      |1790      ,1776,1883,Faience,"Gift of William H. Huntington, 1883",Made in,,,,France,Ceramics
83.2.274,TRUE,5906,774,The American Wing,1883,Plate,Plate,French,,,1654|1926,Designer|Artist,Probably designed by|After,Emile Dupont-Zipcy|Benjamin Wilson,1822–1885|1721–1788,,,1822      |1721      ,1885      |1788      ,1776,1883,Faience,"Gift of William H. Huntington, 1883",Made in,,,,France,Ceramics
83.2.278,TRUE,5907,774,The American Wing,1883,Plaque,Benjamin Franklin,French,,,1654|165545,Designer|Artist,Probably designed by|After,Emile Dupont-Zipcy|Charles Nicolas Cochin II,"1822–1885|French, Paris 1715–1790 Paris",,French,1822      |1715      ,1885      |1790      ,1877,1877,Faience,"Gift of William H. Huntington, 1883",Made in,,,,France,Ceramics
83.2.148,TRUE,6171,774,The American Wing,1883,Plate,Plate,French,,,1961,Maker,,Pierrette Caudelot Perrin,died 1793,,French,1740,1793,1770,1800,Faience,"Gift of William H. Huntington, 1883",Made in,Marseille,Bouches-du-Rhône,Bouches-du-Rhône,France,Ceramics
83.2.271,TRUE,6172,774,The American Wing,1883,Plate,Benjamin Franklin,French,,,1961,Maker,,Pierrette Caudelot Perrin,died 1793,,French,1740,1793,1770,1800,Faience,"Gift of William H. Huntington, 1883",Made in,Marseille,Bouches-du-Rhône,Bouches-du-Rhône,France,Ceramics
83.2.272,TRUE,6173,774,The American Wing,1883,Plate,Benjamin Franklin,French,,,1961,Maker,,Pierrette Caudelot Perrin,died 1793,,French,1740,1793,1770,1800,Faience,"Gift of William H. Huntington, 1883",Made in,Marseille,Bouches-du-Rhône,Bouches-du-Rhône,France,Ceramics
41.127.3,TRUE,6245,774,The American Wing,1941,Cake plate,Cake Plate,"French, possibly",,,,,,,,,,,,1777,1783,Porcelain,"Gift of Miss Edith Johnson, 1941",Possibly made in,Paris,,,France,Ceramics
Inst.67.15.37,TRUE,6358,774,The American Wing,,Plate,Plate,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
Inst.67.15.38,TRUE,6359,774,The American Wing,,Plate,Plate,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
Inst.67.15.39,TRUE,6360,774,The American Wing,,Plate,Plate,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
Inst.67.15.40,TRUE,6361,774,The American Wing,,Plate,Plate,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
Inst.67.15.41,TRUE,6362,774,The American Wing,,Plate,Plate,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
Inst.67.15.42,TRUE,6363,774,The American Wing,,Plate,Plate,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
Inst.67.15.43,TRUE,6364,774,The American Wing,,Plate,Plate,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
Inst.67.15.44,TRUE,6365,774,The American Wing,,Plate,Plate,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
Inst.67.15.45,TRUE,6366,774,The American Wing,,Plate,Plate,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
Inst.67.15.46,TRUE,6367,774,The American Wing,,Plate,Plate,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
Inst.67.15.47,TRUE,6368,774,The American Wing,,Plate,Plate,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
Inst.67.15.48,TRUE,6369,774,The American Wing,,Plate,Plate,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
Inst.67.15.49,FALSE,6370,774,The American Wing,,Plate,Plate,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
Inst.67.15.50,FALSE,6371,774,The American Wing,,Plate,Plate,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
Inst.67.15.51,FALSE,6372,774,The American Wing,,Plate,Plate,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
Inst.67.15.52,FALSE,6373,774,The American Wing,,Plate,Plate,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
Inst.67.15.53,FALSE,6374,774,The American Wing,,Plate,Plate,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
Inst.67.15.54,FALSE,6375,774,The American Wing,,Plate,Plate,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
Inst.67.15.55,TRUE,6376,774,The American Wing,,Plate,Plate,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
Inst.67.15.56,FALSE,6463,774,The American Wing,,Plate,Plate,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
Inst.67.15.57,FALSE,6464,774,The American Wing,,Plate,Plate,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
Inst.67.15.58,FALSE,6465,774,The American Wing,,Plate,Plate,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
Inst.67.15.59,FALSE,6466,774,The American Wing,,Plate,Plate,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
Inst.67.15.60,FALSE,6467,774,The American Wing,,Plate,Plate,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
Inst.67.15.61,FALSE,6468,774,The American Wing,,Plate,Plate,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
Inst.67.15.62,FALSE,6469,774,The American Wing,,Plate,Plate,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
Inst.67.15.63,FALSE,6470,774,The American Wing,,Plate,Plate,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
Inst.67.15.64,FALSE,6471,774,The American Wing,,Plate,Plate,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
Inst.67.15.65,FALSE,6472,774,The American Wing,,Plate,Plate,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
Inst.67.15.66,FALSE,6473,774,The American Wing,,Plate,Plate,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
Inst.67.15.67,TRUE,6474,774,The American Wing,,Plate,Plate,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
Inst.67.15.10,TRUE,6487,774,The American Wing,,Sauceboat plate,Sauceboat Plate,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
Inst.67.15.11,TRUE,6554,774,The American Wing,,Platter,Platter,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
Inst.67.15.12,FALSE,6555,774,The American Wing,,Platter,Platter,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
Inst.67.15.13,TRUE,6556,774,The American Wing,,Platter,Platter,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
Inst.67.15.14,FALSE,6557,774,The American Wing,,Platter,Platter,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
Inst.67.15.15,TRUE,6558,774,The American Wing,,Platter,Platter,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
Inst.67.15.16,TRUE,6559,774,The American Wing,,Platter,Platter,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
Inst.67.15.17,TRUE,6560,774,The American Wing,,Platter,Platter,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
Inst.67.15.18,TRUE,6561,774,The American Wing,,Platter,Platter,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
Inst.67.15.19,TRUE,6562,774,The American Wing,,Platter,Platter,French,,,,,,,,,,,,1815,1830,Porcelain,"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,Ceramics
