Object Number,Object ID,Department,AccessionYear,Object Name,Culture,Artist Display Name,Artist Nationality,Object Begin Date,Object End Date,Credit Line,Country,Classification
1986.267.17,36156,Asian Art,1986.0,Album leaf,China,Shen Zhuo,Chinese,1827,1827,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.19,36157,Asian Art,1986.0,Folding fan mounted as an album leaf,China,Liu Deliu,Chinese,1868,1868,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.23,36158,Asian Art,1986.0,Hanging scroll,China,Wu Xizai,Chinese,1852,1852,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
"1986.267.25a, b",36159,Asian Art,1986.0,Hanging scrolls,China,Zhou Cunbo,Chinese,1870,1870,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.26,36160,Asian Art,1986.0,Hanging scroll,China,Wang Su,Chinese,1862,1862,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.27,36161,Asian Art,1986.0,Folding fan mounted as an album leaf,China,Zhao Zhiqian,Chinese,1862,1862,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.29,36162,Asian Art,1986.0,Hanging scroll,China,Zhao Zhiqian,Chinese,1870,1870,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.34,36163,Asian Art,1986.0,Hanging scroll,China,Hu Yuan,Chinese,1823,1886,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.36,36164,Asian Art,1986.0,Hanging scroll,China,Chen Ran,Chinese,1816,1884,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.37,36165,Asian Art,1986.0,Hanging scroll,China,Zhang Xiong,Chinese,1858,1858,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.38,36166,Asian Art,1986.0,Hanging scroll,China,Zhang Xiong,Chinese,1878,1878,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.41,36167,Asian Art,1986.0,Folding fan mounted as an album leaf,China,Ju Chao,Chinese,1859,1859,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.43a–g,36168,Asian Art,1986.0,Album,China,Du Xiang,Chinese,1867,1899,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.44a–d,36169,Asian Art,1986.0,Hanging scrolls,China,Ren Xun,Chinese,1835,1893,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.47a–h,36170,Asian Art,1986.0,Album,China,Ren Yi (Ren Bonian),Chinese,1840,1896,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.55a–l,36171,Asian Art,1986.0,Album,China,Zhang Zhiwan,Chinese,1875,1875,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.56,36172,Asian Art,1986.0,Fan mounted as an album leaf,China,Shu Hao,Chinese,1867,1899,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.57,36173,Asian Art,1986.0,Folding fan mounted as an album leaf,China,Gu Yun,,1869,1869,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.58,36174,Asian Art,1986.0,Hanging scroll,China,Gu Yun,,1835,1896,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.59,36175,Asian Art,1986.0,Hanging scroll,China,Gu Yun,,1835,1896,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.60,36176,Asian Art,1986.0,Hanging scroll,China,Wang Li,Chinese,1813,1879,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.62,36177,Asian Art,1986.0,Hanging scroll,China,Wu Tao,Chinese,1840,1895,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.65,36178,Asian Art,1986.0,Hanging scroll,China,Zhu Cheng,Chinese,1873,1873,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.66,36179,Asian Art,1986.0,Folding fan mounted as an album leaf,China,Xu Xiang,Chinese,1883,1883,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.67,36180,Asian Art,1986.0,Hanging scroll,China,Xu Xiang,Chinese,1889,1889,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.68,36181,Asian Art,1986.0,Folding fan mounted as an album leaf,China,Wu Guxiang,Chinese,1894,1894,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.69,36182,Asian Art,1986.0,Hanging scroll,China,Wu Guxiang,Chinese,1900,1900,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.70,36183,Asian Art,1986.0,Hanging scroll,China,Ren Yu,Chinese,1900,1900,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.73a–h,36184,Asian Art,1986.0,Album,China,Ju Lian,Chinese,1828,1904,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.75,36185,Asian Art,1986.0,Hanging scroll,China,Weng Tonghe,Chinese,1901,1901,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.76,36186,Asian Art,1986.0,Handscroll,China,Song Nian,Chinese,1898,1898,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.77,36187,Asian Art,1986.0,Folding fan mounted as an album leaf,China,Sha Fu,Chinese,1894,1894,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.82,36188,Asian Art,1986.0,Folding fan mounted as an album leaf,China,Wu Shixian,Chinese,1816,1916,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.83,36189,Asian Art,1986.0,Hanging scroll,China,Wu Shixian,Chinese,1903,1903,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.84,36190,Asian Art,1986.0,Hanging scroll,China,Pu Hua,Chinese,1907,1907,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.85,36191,Asian Art,1986.0,Hanging scroll,China,Zhang Shanghe,Chinese,1839,1916,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.86,36192,Asian Art,1986.0,Hanging scroll,China,Jiang Jün,Chinese,1888,1888,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.87,36193,Asian Art,1986.0,Hanging scroll,China,Huang Shanshou,Chinese,1882,1882,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.89,36194,Asian Art,1986.0,Folding fan mounted as an album leaf,China,Ni Tian,Chinese,1901,1901,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.92,36195,Asian Art,1986.0,Folding fan mounted as an album leaf,China,Lu Hui,Chinese,1912,1912,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.93,36196,Asian Art,1986.0,Folding fan mounted as an album leaf,China,Lu Hui,Chinese,1910,1910,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.95,36197,Asian Art,1986.0,Hanging scroll,China,Lu Hui,Chinese,1910,1910,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.96,36198,Asian Art,1986.0,Hanging scroll,China,Lu Hui,Chinese,1894,1894,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.97,36199,Asian Art,1986.0,Hanging scroll,China,Li Ruiqing,Chinese,1867,1920,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.102,36200,Asian Art,1986.0,Hanging scroll,China,Wu Deyi,Chinese,1900,1920,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.103,36201,Asian Art,1986.0,Folding fan mounted as an album leaf,China,Wang Zhensheng,Chinese,1900,1922,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.109,36202,Asian Art,1986.0,Album leaf,China,Chen Hengke,Chinese,1900,1923,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.115,36203,Asian Art,1986.0,Hanging scroll,China,Chen Hengke,Chinese,1900,1923,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.116,36204,Asian Art,1986.0,Folding fan mounted as an album leaf,China,Lin Shu,Chinese,1919,1919,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.117,36205,Asian Art,1986.0,Folding fan mounted as an album leaf,China,Lin Shu,Chinese,1921,1921,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.118,36206,Asian Art,1986.0,Handscroll,China,Lin Shu,Chinese,1914,1914,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.120,36207,Asian Art,1986.0,Hanging scroll,China,Jin Cheng,Chinese,1900,1925,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.125,36208,Asian Art,1986.0,Folding fan mounted as an album leaf,China,Wu Changshuo,Chinese,1900,1927,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.126,36209,Asian Art,1986.0,Hanging scroll,China,Wu Changshuo,Chinese,1902,1902,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.127,36210,Asian Art,1986.0,Folding fan mounted as an album leaf,China,Yang Yi,Chinese,1923,1923,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.128,36211,Asian Art,1986.0,Folding fan mounted as an album leaf,China,Wu Guandai,Chinese,1900,1929,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.129,36212,Asian Art,1986.0,Hanging scroll,China,Wu Guandai,Chinese,1913,1913,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.131,36213,Asian Art,1986.0,Hanging scroll,China,Zeng Xi,Chinese,1929,1929,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.133,36214,Asian Art,1986.0,Hanging scroll,China,Zeng Xi,Chinese,1924,1924,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.135,36215,Asian Art,1986.0,Hanging scroll,China,Zeng Xi,Chinese,1929,1929,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.136,36216,Asian Art,1986.0,Folding fan mounted as an album leaf,China,Gu Linshi,Chinese,1921,1921,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.137,36217,Asian Art,1986.0,Hanging scroll,China,Gu Linshi,Chinese,1921,1921,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.138,36218,Asian Art,1986.0,Hanging scroll,China,Yao Hua,Chinese,1900,1930,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.140,36219,Asian Art,1986.0,Hanging scroll,China,Yao Hua,Chinese,1924,1924,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.142,36220,Asian Art,1986.0,Hanging scroll,China,Gao Qifeng,Chinese,1925,1929,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.144,36221,Asian Art,1986.0,Hanging scroll,China,Wang Yun,Chinese,1900,1933,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.147,36222,Asian Art,1986.0,Album leaf,China,Yu Ming,Chinese,1921,1921,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.148,36223,Asian Art,1986.0,Hanging scroll,China,Yu Ming,Chinese,1928,1928,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.149,36224,Asian Art,1986.0,Hanging scroll,China,Yu Ming,Chinese,1900,1933,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.150,36225,Asian Art,1986.0,Hanging scroll,China,Yu Ming,Chinese,1900,1933,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.151,36226,Asian Art,1986.0,Hanging scroll,China,Wang Zhen,Chinese,1923,1923,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.153,36227,Asian Art,1986.0,Hanging scroll,China,Wang Zhen,Chinese,1924,1924,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.157,36228,Asian Art,1986.0,Hanging scroll,China,Cheng Zhang,Chinese,1900,1933,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1968",,Paintings
1986.267.158,36229,Asian Art,1986.0,Hanging scroll,China,Xie Gongzhan,Chinese,1933,1933,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.159,36230,Asian Art,1986.0,Hanging scroll,China,Xie Gongzhan,Chinese,1900,1940,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.160,36231,Asian Art,1986.0,Folding fan,China,Guo Lanxiang,Chinese,1931,1931,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.161,36232,Asian Art,1986.0,Folding fan mounted as an album leaf,China,Zhuang Yaofu,Chinese,1900,1938,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.162,36233,Asian Art,1986.0,Folding fan,China,Miu Guying,Chinese,1929,1929,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.163,36234,Asian Art,1986.0,Folding fan mounted as an album leaf,China,Hu Tinglu,Chinese,1927,1927,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.164,36235,Asian Art,1986.0,Folding fan,China,Zhang Shanzi,Chinese,1935,1935,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.165,36236,Asian Art,1986.0,Folding fan mounted as an album leaf,China,Zhang Shanzi,Chinese,1935,1935,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.166,36237,Asian Art,1986.0,Hanging scroll,China,Zhang Shanzi,Chinese,1932,1932,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.167,36238,Asian Art,1986.0,Hanging scroll,China,Hongyi,Chinese,1900,1933,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.168,36239,Asian Art,1986.0,Hanging scroll,China,Qi Kun,Chinese,1900,1933,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.169,36240,Asian Art,1986.0,Hanging scroll,China,Xiao Sun,Chinese,1927,1927,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.170,36241,Asian Art,1986.0,Folding fan,China,Zhao Shuru,Chinese,1900,1933,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.171,36242,Asian Art,1986.0,Hanging scroll,China,Zhao Shuru,Chinese,1924,1924,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.172,36243,Asian Art,1986.0,Hanging scroll,China,Zhao Shuru,Chinese,1924,1924,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.173,36244,Asian Art,1986.0,Folding fan mounted as an album leaf,China,Tang Di,Chinese,1900,1933,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.174,36245,Asian Art,1986.0,Folding fan,China,Tang Di,Chinese,1927,1927,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.175,36246,Asian Art,1986.0,Folding fan mounted as an album leaf,China,Tang Di,Chinese,1936,1936,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.176,36247,Asian Art,1986.0,Hanging scroll,China,Tang Di,Chinese,1900,1933,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.177,36248,Asian Art,1986.0,Hanging scroll,China,Xiao Zhunxian,Chinese,1932,1932,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.178,36249,Asian Art,1986.0,Hanging scroll,China,Xiao Zhunxian,Chinese,1934,1934,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.179,36250,Asian Art,1986.0,Folding fan,China,Chen Handi,Chinese,1936,1936,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.180,36251,Asian Art,1986.0,Folding fan mounted as an album leaf,China,Fan Haolin,Chinese,1934,1934,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.181,36252,Asian Art,1986.0,Folding fan mounted as an album leaf,China,Wu Zheng,Chinese,1932,1932,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.182,36253,Asian Art,1986.0,Hanging scroll,China,Chen Shuren,Chinese,1947,1947,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.183,36254,Asian Art,1986.0,Hanging scroll,China,Gao Jianfu,Chinese,1931,1931,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.184,36255,Asian Art,1986.0,Hanging scroll,China,Gao Jianfu,Chinese,1934,1934,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.186,36256,Asian Art,1986.0,Hanging scroll,China,Gao Jianfu,Chinese,1945,1945,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.189,36257,Asian Art,1986.0,Folding fan,China,Gao Yehou,Chinese,1943,1943,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.191,36258,Asian Art,1986.0,Folding fan,China,Zheng Chang,Chinese,1945,1945,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.195,36259,Asian Art,1986.0,Folding fan,China,Wang Yaoqing,Chinese,1924,1924,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.196,36260,Asian Art,1986.0,Folding fan,China,Feng Chaoran,Chinese,1933,1933,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.197,36261,Asian Art,1986.0,Folding fan mounted as an album leaf,China,Chen Yunzhang,Chinese,1940,1940,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.198,36262,Asian Art,1986.0,Folding fan mounted as an album leaf,China,Zhao Yunhe,Chinese,1953,1953,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.199,36263,Asian Art,1986.0,Folding fan mounted as an album leaf,China,Zhao Yunhe,Chinese,1939,1939,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.203a–l,36264,Asian Art,1986.0,Album,China,Huang Binhong,Chinese,1925,1945,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
1986.267.204a–j,36265,Asian Art,1986.0,Album,China,Huang Binhong,Chinese,1948,1948,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,Paintings
